 Record  ,     Date/Time ,   X-Act ,   Y-Act ,  % Head Down,   Temp 
      498 , 42159.18402778,        0,        0,        100.0,   11.5
      499 , 42159.18750000,        0,        0,        100.0,   12.0
      500 , 42159.19097222,       78,        7,         46.7,   12.0
      501 , 42159.19444444,       93,        0,          0.0,   12.0
      502 , 42159.19791667,       10,        4,          1.3,   12.0
      503 , 42159.20138889,        0,        0,          0.0,   12.0
      504 , 42159.20486111,       20,        3,         35.3,   11.5
      505 , 42159.20833333,       30,       92,         95.3,   11.5
      506 , 42159.21180556,       20,       16,         98.7,   11.5
      507 , 42159.21527778,       38,        4,         99.3,   11.0
      508 , 42159.21875000,       52,       56,         95.3,   11.0
      509 , 42159.22222222,        2,        0,        100.0,   11.0
      510 , 42159.22569444,       10,       18,         94.7,   11.0
      511 , 42159.22916667,       10,      102,         82.7,   10.5
      512 , 42159.23263889,       14,        0,        100.0,   10.5
      513 , 42159.23611111,       20,        6,        100.0,   10.0
      514 , 42159.23958333,        8,       84,         96.7,   10.5
      515 , 42159.24305556,       14,      104,         96.7,   10.5
      516 , 42159.24652778,       22,       52,         97.3,   10.5
      517 , 42159.25000000,       20,      106,         94.0,   11.0
      518 , 42159.25347222,       10,       32,         99.3,   11.0
      519 , 42159.25694444,       24,       66,         90.7,   11.0
      520 , 42159.26041667,        8,       18,         96.7,   10.5
      521 , 42159.26388889,       34,      125,         75.3,   10.5
      522 , 42159.26736111,       12,       77,         79.3,   11.0
      523 , 42159.27083333,       76,       78,         82.7,   11.0
      524 , 42159.27430556,       66,       52,         78.7,   11.5
      525 , 42159.27777778,       52,       86,         85.3,   11.5
      526 , 42159.28125000,       20,       28,         96.0,   11.5
      527 , 42159.28472222,       20,       38,         90.7,   11.5
      528 , 42159.28819444,       26,       38,         91.3,   11.5
      529 , 42159.29166667,       24,       37,         98.0,   11.5
      530 , 42159.29513889,       40,      110,         82.0,   12.0
      531 , 42159.29861111,       24,      167,         74.7,   12.0
      532 , 42159.30208333,       44,       66,         96.7,   12.5
      533 , 42159.30555556,       20,       28,         99.3,   12.0
      534 , 42159.30902778,       16,       20,         99.3,   12.0
      535 , 42159.31250000,       14,       20,         98.7,   12.0
      536 , 42159.31597222,       18,       74,         96.7,   12.0
      537 , 42159.31944444,       32,       46,         91.3,   12.0
      538 , 42159.32291667,       18,       58,         82.7,   12.0
      539 , 42159.32638889,       86,       52,         82.7,   12.5
      540 , 42159.32986111,       22,       46,         91.3,   12.5
      541 , 42159.33333333,       42,       88,         70.7,   12.5
      542 , 42159.33680556,       10,        4,        100.0,   12.5
      543 , 42159.34027778,        6,       32,         98.7,   12.5
      544 , 42159.34375000,        6,       70,         98.0,   13.0
      545 , 42159.34722222,        8,       60,         94.7,   13.0
      546 , 42159.35069444,       16,       62,         78.0,   13.0
      547 , 42159.35416667,       56,       72,         91.3,   13.0
      548 , 42159.35763889,       48,       42,         90.7,   13.0
      549 , 42159.36111111,       28,       76,         73.3,   13.5
      550 , 42159.36458333,       18,       20,         90.0,   14.0
      551 , 42159.36805556,       26,       56,         90.7,   14.0
      552 , 42159.37152778,       12,        5,         20.7,   14.5
      553 , 42159.37500000,        2,        4,          0.0,   15.0
      554 , 42159.37847222,        4,       10,          0.7,   15.5
      555 , 42159.38194444,        0,        4,          0.0,   16.5
      556 , 42159.38541667,        2,        2,          0.0,   17.0
      557 , 42159.38888889,        2,        0,          0.0,   17.5
      558 , 42159.39236111,        2,       30,          9.3,   17.5
      559 , 42159.39583333,        0,        0,          0.0,   18.0
      560 , 42159.39930556,       37,       45,         49.3,   18.0
      561 , 42159.40277778,       25,       66,         84.7,   17.5
      562 , 42159.40625000,       10,       10,         99.3,   17.5
      563 , 42159.40972222,       18,        0,        100.0,   17.0
      564 , 42159.41319444,       22,       33,         25.3,   17.0
      565 , 42159.41666667,        0,        0,          0.0,   17.5
      566 , 42159.42013889,        4,        0,          0.0,   18.0
      567 , 42159.42361111,        6,        2,          0.0,   18.5
      568 , 42159.42708333,        4,        2,          0.0,   19.0
      569 , 42159.43055556,        0,        0,          0.0,   19.5
      570 , 42159.43402778,       10,        2,          0.0,   19.5
      571 , 42159.43750000,        2,       19,          6.0,   19.5
      572 , 42159.44097222,       16,       36,         75.3,   20.0
      573 , 42159.44444444,       16,        2,         94.0,   20.0
      574 , 42159.44791667,        0,        0,        100.0,   20.5
      575 , 42159.45138889,        6,       16,         80.7,   20.5
      576 , 42159.45486111,        3,        4,         82.0,   21.0
      577 , 42159.45833333,        5,        2,         92.7,   21.0
      578 , 42159.46180556,       18,        5,         48.0,   21.5
      579 , 42159.46527778,        2,        4,          4.0,   21.0
      580 , 42159.46875000,        5,        4,          2.7,   21.0
      581 , 42159.47222222,       14,        0,          0.0,   21.0
      582 , 42159.47569444,        9,        8,         40.0,   20.5
      583 , 42159.47916667,        4,        4,          0.0,   20.5
      584 , 42159.48263889,       12,        0,          0.0,   20.5
      585 , 42159.48611111,        6,        2,          0.7,   20.0
      586 , 42159.48958333,       36,        0,          0.0,   19.5
      587 , 42159.49305556,        0,        0,          0.0,   19.0
      588 , 42159.49652778,        8,        4,          0.0,   19.0
      589 , 42159.50000000,        6,       20,         14.7,   18.5
      590 , 42159.50347222,       10,       47,         94.0,   18.0
      591 , 42159.50694444,       10,        5,         14.7,   18.0
      592 , 42159.51041667,        0,        0,          0.0,   18.0
      593 , 42159.51388889,        0,        0,          0.0,   18.5
      594 , 42159.51736111,        0,        0,          0.0,   18.5
      595 , 42159.52083333,       21,       14,         11.3,   19.0
      596 , 42159.52430556,       11,       26,         30.7,   19.0
      597 , 42159.52777778,       16,       29,         51.3,   19.0
      598 , 42159.53125000,       36,       86,         78.0,   19.0
      599 , 42159.53472222,       30,       49,         56.7,   19.0
      600 , 42159.53819444,       22,       91,         46.7,   19.0
      601 , 42159.54166667,       14,        8,         99.3,   19.0
      602 , 42159.54513889,       14,        4,        100.0,   18.5
      603 , 42159.54861111,       26,       40,         98.7,   18.5
      604 , 42159.55208333,       24,       52,         88.7,   18.5
      605 , 42159.55555556,       22,       19,         98.7,   18.5
      606 , 42159.55902778,       20,        1,        100.0,   18.5
      607 , 42159.56250000,       30,       18,         98.7,   19.0
      608 , 42159.56597222,       36,       96,         85.3,   19.5
      609 , 42159.56944444,       10,       36,         89.3,   20.0
      610 , 42159.57291667,       38,       46,         94.0,   20.5
      611 , 42159.57638889,       32,       26,         96.0,   21.0
      612 , 42159.57986111,       24,       61,         68.7,   21.0
      613 , 42159.58333333,       26,       27,         95.3,   22.0
      614 , 42159.58680556,       24,        8,        100.0,   22.5
      615 , 42159.59027778,       10,        2,        100.0,   22.5
      616 , 42159.59375000,       32,       54,         92.7,   22.5
      617 , 42159.59722222,       14,       98,         71.3,   23.0
      618 , 42159.60069444,       26,      105,         45.3,   23.5
      619 , 42159.60416667,       16,       71,         74.7,   24.0
      620 , 42159.60763889,       16,       62,         84.0,   24.0
      621 , 42159.61111111,       34,       68,         76.7,   24.0
      622 , 42159.61458333,       12,       34,         90.7,   24.0
      623 , 42159.61805556,       16,        6,         99.3,   24.0
      624 , 42159.62152778,       12,        0,        100.0,   24.0
      625 , 42159.62500000,       22,       12,        100.0,   24.0
      626 , 42159.62847222,       12,        4,        100.0,   24.0
      627 , 42159.63194444,       14,       61,         36.0,   24.0
      628 , 42159.63541667,       48,       40,         82.0,   24.5
      629 , 42159.63888889,        2,       19,         94.0,   25.0
      630 , 42159.64236111,        4,        0,        100.0,   24.5
      631 , 42159.64583333,       32,        2,        100.0,   25.0
      632 , 42159.64930556,        4,       12,         88.7,   25.0
      633 , 42159.65277778,       38,       28,         98.7,   25.5
      634 , 42159.65625000,       10,       53,         28.7,   25.5
      635 , 42159.65972222,       36,        8,          1.3,   26.5
      636 , 42159.66319444,       12,      102,         83.3,   27.0
      637 , 42159.66666667,       12,       11,         68.0,   27.0
      638 , 42159.67013889,       12,       26,         96.7,   26.5
      639 , 42159.67361111,        8,       68,         89.3,   25.5
      640 , 42159.67708333,       18,       54,         94.7,   25.0
      641 , 42159.68055556,       14,       58,         87.3,   24.5
      642 , 42159.68402778,       18,       84,         84.7,   25.0
      643 , 42159.68750000,       18,      104,         90.0,   25.0
      644 , 42159.69097222,       22,       48,         94.0,   25.0
      645 , 42159.69444444,       26,       56,         89.3,   25.0
      646 , 42159.69791667,       24,       10,         97.3,   25.5
      647 , 42159.70138889,       12,       30,         96.7,   26.0
      648 , 42159.70486111,       28,       59,         84.7,   25.5
      649 , 42159.70833333,       26,       82,         34.7,   25.5
      650 , 42159.71180556,       12,       61,         74.7,   25.5
      651 , 42159.71527778,       14,       13,         18.7,   25.0
